機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0620829453501700","1","20829453501700","奈良県東吉野村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830201501700","1","20830201501700","和歌山県和歌山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830202301700","1","20830202301700","和歌山県海南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830203101700","1","20830203101700","和歌山県橋本市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830204001700","1","20830204001700","和歌山県有田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830205801700","1","20830205801700","和歌山県御坊市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830206601700","1","20830206601700","和歌山県田辺市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830207401700","1","20830207401700","和歌山県新宮市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830208201700","1","20830208201700","和歌山県紀の川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830209101700","1","20830209101700","和歌山県岩出市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830304601700","1","20830304601700","和歌山県紀美野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830341101700","1","20830341101700","和歌山県かつらぎ町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830343701700","1","20830343701700","和歌山県九度山町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830344501700","1","20830344501700","和歌山県高野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830361501700","1","20830361501700","和歌山県湯浅町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830362301700","1","20830362301700","和歌山県広川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830366601700","1","20830366601700","和歌山県有田川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830381001700","1","20830381001700","和歌山県美浜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830382801700","1","20830382801700","和歌山県日高町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830383601700","1","20830383601700","和歌山県由良町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830390901700","1","20830390901700","和歌山県印南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830391701700","1","20830391701700","和歌山県みなべ町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830392501700","1","20830392501700","和歌山県日高川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830401801700","1","20830401801700","和歌山県白浜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830404201700","1","20830404201700","和歌山県上富田町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830406901700","1","20830406901700","和歌山県すさみ町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830421201700","1","20830421201700","和歌山県那智勝浦町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830422101700","1","20830422101700","和歌山県太地町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830424701700","1","20830424701700","和歌山県古座川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830427101700","1","20830427101700","和歌山県北山村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620830428001700","1","20830428001700","和歌山県串本町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831201101700","1","20831201101700","鳥取県鳥取市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831202901700","1","20831202901700","鳥取県米子市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831203701700","1","20831203701700","鳥取県倉吉市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831204501700","1","20831204501700","鳥取県境港市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831302501700","1","20831302501700","鳥取県岩美町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831325401700","1","20831325401700","鳥取県若桜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831328901700","1","20831328901700","鳥取県智頭町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831329701700","1","20831329701700","鳥取県八頭町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831364501700","1","20831364501700","鳥取県三朝町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831370001700","1","20831370001700","鳥取県湯梨浜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831371801700","1","20831371801700","鳥取県琴浦町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831372601700","1","20831372601700","鳥取県北栄町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831384001700","1","20831384001700","鳥取県日吉津村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831386601700","1","20831386601700","鳥取県大山町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831389101700","1","20831389101700","鳥取県南部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831390401700","1","20831390401700","鳥取県伯耆町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831401301700","1","20831401301700","鳥取県日南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831402101700","1","20831402101700","鳥取県日野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620831403001700","1","20831403001700","鳥取県江府町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832201601700","1","20832201601700","島根県松江市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832202401700","1","20832202401700","島根県浜田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832203201700","1","20832203201700","島根県出雲市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832204101700","1","20832204101700","島根県益田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832205901700","1","20832205901700","島根県大田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832206701700","1","20832206701700","島根県安来市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832207501700","1","20832207501700","島根県江津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832209101700","1","20832209101700","島根県雲南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832343801700","1","20832343801700","島根県奥出雲町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832386101700","1","20832386101700","島根県飯南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832441801700","1","20832441801700","島根県川本町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832448501700","1","20832448501700","島根県美郷町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832449301700","1","20832449301700","島根県邑南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832501501700","1","20832501501700","島根県津和野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832505801700","1","20832505801700","島根県吉賀町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832525201700","1","20832525201700","島根県海士町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832526101700","1","20832526101700","島根県西ノ島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832527901700","1","20832527901700","島根県知夫村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620832528701700","1","20832528701700","島根県隠岐の島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833100701700","1","20833100701700","岡山県岡山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833202001700","1","20833202001700","岡山県倉敷市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833203801700","1","20833203801700","岡山県津山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833204601700","1","20833204601700","岡山県玉野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833205401700","1","20833205401700","岡山県笠岡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833207101700","1","20833207101700","岡山県井原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833208901700","1","20833208901700","岡山県総社市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833209701700","1","20833209701700","岡山県高梁市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833210101700","1","20833210101700","岡山県新見市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833211901700","1","20833211901700","岡山県備前市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833212701700","1","20833212701700","岡山県瀬戸内市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833213501700","1","20833213501700","岡山県赤磐市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833214301700","1","20833214301700","岡山県真庭市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833215101700","1","20833215101700","岡山県美作市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833216001700","1","20833216001700","岡山県浅口市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833346801700","1","20833346801700","岡山県和気町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833423501700","1","20833423501700","岡山県早島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833445601700","1","20833445601700","岡山県里庄町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833461801700","1","20833461801700","岡山県矢掛町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833586001700","1","20833586001700","岡山県新庄村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833606801700","1","20833606801700","岡山県鏡野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833622001700","1","20833622001700","岡山県勝央町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833623801700","1","20833623801700","岡山県奈義町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833643201700","1","20833643201700","岡山県西粟倉村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833663701700","1","20833663701700","岡山県久米南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833666101700","1","20833666101700","岡山県美咲町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620833681501700","1","20833681501700","岡山県吉備中央町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834100201700","1","20834100201700","広島県広島市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834202501700","1","20834202501700","広島県呉市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834203301700","1","20834203301700","広島県竹原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834204101700","1","20834204101700","広島県三原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834205001700","1","20834205001700","広島県尾道市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834207601700","1","20834207601700","広島県福山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834208401700","1","20834208401700","広島県府中市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834209201700","1","20834209201700","広島県三次市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834210601700","1","20834210601700","広島県庄原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834211401700","1","20834211401700","広島県大竹市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834212201700","1","20834212201700","広島県東広島市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834213101700","1","20834213101700","広島県廿日市市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834214901700","1","20834214901700","広島県安芸高田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834215701700","1","20834215701700","広島県江田島市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834302101700","1","20834302101700","広島県府中町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834304801700","1","20834304801700","広島県海田町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834307201700","1","20834307201700","広島県熊野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834309901700","1","20834309901700","広島県坂町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834368401700","1","20834368401700","広島県安芸太田町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834369201700","1","20834369201700","広島県北広島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834431101700","1","20834431101700","広島県大崎上島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620834462101700","1","20834462101700","広島県世羅町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
